Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
500171,GHCL Ltd.,GHCL,GHCL Ltd,Active,A ,10,INE539A01019,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
500173,GFL LIMITED,GFLLIMITED,GFL Ltd,Active,B ,1,INE538A01037,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company
500174,Gujarat Lease Financing Limited,GLFL,Gujarat Lease Financing Ltd,Active,T ,10,INE540A01017,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
500175,Gujarat Telephone Cables Ltd.,GTCL,Gujarat Telephone Cables Ltd,Delisted,B ,10,INE261B01018, ,Equity,-,-,-,-
500176,HAMCO Mining & Smelting ltd.,HAMCMIN-B,HAMCO Mining & Smelting Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
500177,Hanil Era Textiles Ltd.,HANILERA,Hanil Era Textiles Ltd,Delisted,T ,10,INE021D01012, ,Equity,-,-,-,-
500178,Harig Crankshafts Ltd.,HARCR,Harig Crankshafts Ltd,Suspended,XT,1,INE905C01026,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
500179,HCL Infosystems Ltd,HCL-INSYS,HCL Infosystems Ltd,Active,T ,2,INE236A01020,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
500180,HDFC Bank Ltd.,HDFCBANK,HDFC Bank Ltd,Active,A ,1,INE040A01034,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
500181,Herbertsons Ltd.,HRBTSON-B,Herbertsons Ltd,Delisted,B ,10,INE546A1014 , ,Equity,-,-,-,-
500182,Hero MotoCorp Limited,HEROMOTOCO,Hero MotoCorp Ltd,Active,A ,2,INE158A01026,2/3 Wheelers,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers
500183,HFCL LIMITED,HFCL,HFCL Ltd,Active,A ,1,INE548A01028,Telecom - Infrastructure,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure
500184,Himadri Speciality Chemical Ltd.,HSCL,Himadri Speciality Chemical Ltd,Active,A ,1,INE019C01026,Carbon Black,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Carbon Black
500185,Hindustan Construction Co. Ltd.,HCC,Hindustan Construction Company Ltd,Active,T ,1,INE549A01026,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
500186,Hindustan Oil Exploration Co. Ltd.,HINDOILEXP,Hindustan Oil Exploration Company Ltd,Active,A ,10,INE345A01011,Oil Exploration & Production,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production
500187,AGI GREENPAC LIMITED,AGI,Agi Greenpac Ltd,Active,A ,2,INE415A01038,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
500188,Hindustan Zinc Ltd.,HINDZINC,Hindustan Zinc Ltd,Active,A ,2,INE267A01025,Zinc,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Zinc
500189,NDL Ventures Limited,NDLVENTURE,NDL Ventures Ltd,Active,T ,10,INE353A01023,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
500190,Hitech Drilling Services India Ltd.,HITDRDM,Hitech Drilling Services India Ltd,Delisted,B ,10,INE555A01015, ,Equity,-,-,-,-
500191,HMT Limited,HMT,HMT Ltd,Active,Z ,10,INE262A01018,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
500192,Prag Bosimi Synthetics Ltd.,PRAGBOS,Prag Bosimi Synthetics Ltd,Active,X ,10,INE962B01011,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500193,HLV LIMITED,HLVLTD,HLV Ltd,Active,B ,2,INE102A01024,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
500195,Hotline Glass Ltd.,HOTLINGLAS,Hotline Glass Ltd,Delisted,XD,10,INE676B01017, ,Equity,-,-,-,-
500197,"Hytaisun Magnetics Ltd.,",HTSUMAG,Hytaisun Magnetics Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
500198,IBP Co. Ltd.,IBP,IBP Company Ltd,Delisted,B ,10,INE261A01010, ,Equity,-,-,-,-
500199,IG Petrochemicals Ltd,IGPL,IG Petrochemicals Ltd,Active,B ,10,INE204A01010,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
500201,India Glycols Ltd,INDIAGLYCO,India Glycols Ltd,Active,B ,10,INE560A01015,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
500202,India Lease Devl. Ltd.,INDLEASE,India Lease Development Ltd,Active,XT,10,INE333C01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
500203,"India Polyfibres Ltd.,",INDPOLY,India Polyfibres Ltd,Delisted,B ,10,INE860C01015, ,Equity,-,-,-,-
500204,India Securities Ltd.,INDSEC,India Securities Ltd,Delisted,B ,1,INE134A01035, ,Equity,-,-,-,-
500206,Margo Finance Limited,MARGOFIN,Margo Finance Ltd,Active,X ,10,INE680B01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
500207,Indo Rama Synthetics (India) Ltd.,INDORAMA,Indo Rama Synthetics (India) Ltd,Active,T ,10,INE156A01020,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500208,Indu Nissan Oxo-Chemical Industries,INDUNISS,Indu Nissan Oxo Chemical Industries Ltd,Delisted,X ,10,INE599C01019, ,Equity,-,-,-,-
500209,Infosys Ltd,INFY,Infosys Ltd,Active,A ,5,INE009A01021,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
500210,Ingersoll-Rand (India) Ltd.,INGERRAND,Ingersoll-Rand (India) Ltd,Active,A ,10,INE177A01018,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
500211,Insilco Ltd,INSILCO,Insilco Ltd,Suspended,X ,10,INE901A01011,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
500212,Integrated Financial Services Ltd.,IFSL,Integrated Financial Services Ltd,Delisted,XT,10,INE898B01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
500213,International Travel House Ltd,ITHL,International Travel House Ltd-$,Active,X ,10,INE262B01016,"Tour, Travel Related Services",Equity,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services"
500214,Ion Exchange (India) Ltd,IONEXCHANG,Ion Exchange India Ltd-$,Active,A ,1,INE570A01022,Water Supply & Management,Equity,Utilities,Utilities,Other Utilities,Water Supply & Management
500215,SUNDROP BRANDS LIMITED,SUNDROP,Sundrop Brands Ltd,Active,B ,10,INE209A01019,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
500216,ITC Hotels Ltd Old,ITCHOTEL,ITC Hotels Ltd,Delisted,B ,10,INE379A01010, ,Equity,-,-,-,-
500217,ITW Signode India Ltd,ITWSGDM,ITW Signode India Ltd,Delisted,B ,10,INE240A01014, ,Equity,-,-,-,-
500218,J.K.Pharmachem Ltd.,JKPHARMA,JK Pharmachem Ltd,Suspended,XT,10,INE335C01018,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
500219,Jain Irrigation Systems Ltd.,JISLJALEQS,Jain Irrigation Systems Ltd,Active,A ,2,INE175A01038,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
500220,Jasch Industries Ltd.,JASCH,Jasch Industries Ltd,Active,X ,10,INE711C01028,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500221,Jaypee Hotels Ltd.,JPHOTEL,Jaypee Hotels Ltd,Delisted,T ,10,INE851A01018, ,Equity,-,-,-,-
500222,JCT Electronics Ltd.,JCTEL,JCT Electronics Ltd,Delisted,XT,1,INE264B01020, ,Equity,-,-,-,-
500223,JCT Ltd,JCTLTD,JCT Ltd,Suspended,Z ,2.5,INE945A01026,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500224,Nalwa Sons Investment Ltd,JNDST,JNDST,Delisted,B ,10,INE023A01014, ,Equity,-,-,-,-
500226,Consolidated Finvest & Holdings Limited,CONSOFIN,Consolidated Finvest & Holdings Ltd,Delisted,B ,10,INE025A01027, ,Equity,-,-,-,-
500227,Jindal Poly Films Ltd.,JINDALPOLY,Jindal Poly Films Ltd,Active,B ,10,INE197D01010,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
500228,JSW Steel Limited,JSWSTEEL,JSW Steel Ltd,Active,A ,1,INE019A01038,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
500229,JSW Steel Limited,JINDVJY,JINDVJY,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
500230,JSW Steel Limited,JINDALV,JINDALV,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
500231,Umang Dairies Limited,UMANGDAIRY,Umang Dairies Ltd,Suspended,B ,5,INE864B01027,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
500232,Jord Engineers India Ltd,JORDENG-B,Jord Engineers India Ltd,Delisted,P ,10,INE666F01019, ,Equity,-,-,-,-
500233,Kajaria Ceramics Ltd,KAJARIACER,Kajaria Ceramics Ltd,Active,A ,1,INE217B01036,Ceramics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics
500234,Kakatiya Cement Sugar & Industries Ltd.,KAKATCEM,Kakatiya Cement Sugar & Industries Ltd,Active,B ,10,INE437B01014,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
500235,Kalyani Steels Ltd,KSL,Kalyani Steels Ltd,Active,B ,5,INE907A01026,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
500236,Kanel Industries Limited,KANELIND,Kanel Industries Ltd,Suspended,XT,10,INE252C01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
500237,Kedia Distilleries Ltd.,KEDIADI-B,Kedia Distilleries Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
500238,Whirlpool of India Ltd,WHIRLPOOL,Whirlpool of India Ltd,Active,A ,10,INE716A01013,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
500239,K.G.Denim Ltd,KGDENIM,KG Denim Ltd,Active,X ,10,INE104A01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500240,Kinetic Engineering Ltd.,KINETICENG,Kinetic Engineering Ltd,Active,X ,10,INE266B01017,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
500241,Kirloskar Brothers Ltd.,KIRLOSBROS,Kirloskar Brothers Ltd-$,Active,A ,2,INE732A01036,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
500242,Kirloskar Pneumatic Co. Ltd.,KIRPNDM,Kirloskar Pneumatic Company Ltd,Delisted,B ,10,INE328A01017, ,Equity,-,-,-,-
500243,Kirloskar Industries Ltd,KIRLOSIND,Kirloskar Industries Ltd,Active,B ,10,INE250A01039,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products
500245,Kirloskar Ferrous Industries Ltd.,KIRLFER,Kirloskar Ferrous Industries Ltd,Active,A ,5,INE884B01025,Pig Iron,Equity,Commodities,Metals & Mining,Ferrous Metals,Pig Iron
500246,Envair Electrodyne Ltd.,ENVAIREL,Envair Electrodyne Ltd,Active,X ,10,INE601C01013,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
500247,Kotak Mahindra Bank Ltd.,KOTAKBANK,Kotak Mahindra Bank Ltd,Active,A ,5,INE237A01028,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
500248,KRISHNA FILAMENT INDUSTRIES LIMITED,KRIFILIND,Krishna Filament Industries Ltd,Active,XT,10,INE073A01019,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
500249,KSB LIMITED,KSB,KSB Ltd,Active,A ,2,INE999A01023,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
500250,L.g.Balkrishnan & Bros. Ltd.,LGBBROSLTD,LG Balakrishnan & Bros Ltd,Active,B ,10,INE337A01034,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
500251,Trent Ltd [Lakme Ltd],TRENT,Trent Ltd,Active,A ,1,INE849A01020,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
500252,LMW Limited,LMW,LMW Ltd,Active,A ,10,INE269B01029,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
500253,Lic Housing Finance Ltd.,LICHSGFIN,LIC Housing Finance Ltd,Active,A ,2,INE115A01026,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
500254,Uttam Value Steels Limited,UTTAMVALUE,Uttam Value Steels Ltd,Delisted,B ,1,INE292A01023, ,Equity,-,-,-,-
500255,L.M.L. Limited,LML,LML Ltd,Delisted,X ,10,INE862A01015, ,Equity,-,-,-,-
500256,Lok Housing & Construction Ltd.,LOKHSG,Lok Housing & Constructions Ltd-$,Delisted,Z ,10,INE367C01011, ,Equity,-,-,-,-
500257,Lupin Ltd,LUPIN,Lupin Ltd,Active,A ,2,INE326A01037,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
500258,Lupin Laboratories Ltd.,LUPINDM,Lupin Laboratories Ltd,Delisted,B ,10,INE327A01019, ,Equity,-,-,-,-
500259,Lyka Labs Ltd.,LYKALABS,Lyka Labs Ltd,Active,B ,10,INE933A01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
500260,The Ramco Cements Limited,RAMCOCEM,The Ramco Cements Ltd,Active,A ,1,INE331A01037,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
500261,Madras Petro-Chem. Ltd.,MDRPTRO,Madras Petrochem Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
500262,HYBRID FINANCIAL SERVICES LIMITED,HYBRIDFIN,Hybrid Financial Services Ltd,Active,T ,5,INE965B01022,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
500264,Mafatlal Industries Ltd.,MAFATIND,Mafatlal Industries Ltd-$,Active,B ,2,INE270B01035,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500265,Maharashtra Seamless Ltd.,MAHSEAMLES,Maharashtra Seamless Ltd,Active,A ,5,INE271B01025,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
500266,Maharashtra Scooters Ltd.,MAHSCOOTER,Maharashtra Scooters Ltd,Active,A ,10,INE288A01013,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
500267,Majestic Auto Ltd.,MAJESAUT,Majestic Auto Ltd-$,Active,X ,10,INE201B01022,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
500268,Manali Petrochemicals Ltd.,MANALIPETC,Manali Petrochemicals Ltd,Active,B ,5,INE201A01024,Petrochemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
500269,"Mardia Chemicals Ltd.,",MARDIACH,Mardia Chemicals Ltd,Delisted,B ,10,INE273B01013, ,Equity,-,-,-,-
500270,Baroda Rayon Corpn. Ltd.,BARODARY,Baroda Rayon Corporation Ltd,Active,X ,10,INE461A01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
500271,Max Financial Services Limited,MFSL,Max Financial Services Ltd,Active,A ,2,INE180A01020,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance
500272,Maxworth Orchards (India) Ltd.,MAXWORC-B,Maxworth Orchards (India) Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
500273,"Mcdowell & Co. Ltd.,",MCDWLDM,MCDWLDM,Delisted,B ,10,INE887A01012, ,Equity,-,-,-,-
500274,Mesco Pharmaceuticals Ltd.,MESPHAR-B,Mesco Pharmaceuticals Ltd,Delisted,ZP,10,INE839X01015,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
500275,MTZ Industries Ltd.,MTZIND,MTZ Industries Ltd,Delisted,X ,10,INE865A01018, ,Equity,-,-,-,-
500276,Micro Plantae Ltd.,MICROPL-B,Micro Plantae Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
500277,Mid India Industries Limited,MIDINDIA,Mid India Industries Ltd,Active,X ,10,INE401C01018,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500278,Mideast (India) Ltd.,MIDESTI-B,Mideast India Ltd,Delisted,P ,10,INE844X01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
500279,Mirc Electronics Ltd,MIRCELECTR,Mirc Electronics Ltd,Active,T ,1,INE831A01028,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
500280,Century Enka Ltd.,CENTENKA,Century Enka Ltd,Active,B ,10,INE485A01015,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500281,Modern Syntex (India) Ltd.,MDRNSYN-B,Modern Syntex India Ltd,Suspended,Y ,10,NA          ,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500282,Modern Thread (India) Ltd.,MODTHREAD,Modern Thread India Ltd,Active,B ,10,INE794W01014,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500283,Modern Terry Towels Ltd,MDTERYT-B,Modern Terry Towels Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
500284,Lords Chloro Alkali Ltd,LORDSCHLO,Lords Chloro Alkali Ltd,Active,B ,10,INE846D01012,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
500285,SpiceJet Limited,SPICEJET,Spicejet Ltd,Active,B ,10,INE285B01017,Airline,Equity,Services,Services,Transport Services,Airline
500286,Montari Industries Ltd.,MONTA,Montari Industries Ltd,Delisted,Z ,10,INE407C01015, ,Equity,-,-,-,-
500288,Morepen Laboratories Ltd.,MOREPENLAB,Morepen Laboratories Ltd,Active,A ,2,INE083A01026,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
500289,Morgan Stanley Growth Fund,MSGF,Morgan Stanley Mutual Fund,Delisted,B ,10,INF063A01019, ,Equity,-,-,-,-
500290,M.R.F. Ltd.,MRF,MRF Ltd,Active,A ,10,INE883A01011,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
500292,HeidelbergCement  India Limited,HEIDELBERG,HeidelbergCement India Ltd,Active,B ,10,INE578A01017,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
500293,"Mysore Kirloskar Ltd.,",MYSRKIR-B,Mysore Kirloskar Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
500294,NCC Limited,NCC,NCC Ltd,Active,A ,2,INE868B01028,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
500295,Vedanta Limited,VEDL,Vedanta Ltd,Active,A ,1,INE205A01025,Diversified Metals,Equity,Commodities,Metals & Mining,Diversified Metals,Diversified Metals
500296,Nahar Spinning Mills Ltd.,NAHARSPING,Nahar Spinning Mills Ltd,Active,B ,5,INE290A01027,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500297,National Aluminium Co. Ltd.,NATAL,NATAL,Delisted,Z ,10,INE139A01018, ,Equity,-,-,-,-
500298,Naperol Investments Limited,NAPEROL,Naperol Investments Ltd,Active,X ,10,INE585A01020,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
500300,Grasim Industries Ltd,GRASIM,Grasim Industries Ltd,Active,A ,2,INE047A01021,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
500301,NEPC India Ltd,NEPCMICON,NEPC India Ltd,Delisted,Z ,10,INE588A01016, ,Equity,-,-,-,-
500302,Piramal Enterprises Limited,PEL,Piramal Enterprises Ltd,Active,A ,2,INE140A01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
500303,ADITYA BIRLA NUVO LTD.,ABIRLANUVO,Aditya Birla Nuvo Ltd,Delisted,B ,10,INE069A01017, ,Equity,-,-,-,-
500304,NIIT Ltd.,NIITLTD,NIIT Ltd,Active,B ,2,INE161A01038,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
500305,JSW ISPAT Steel Ltd,JSWISPAT,JSW ISPAT Steel Ltd,Delisted,B ,10,INE136A01022, ,Equity,-,-,-,-
500306,Jaykay Enterprises Limited,JAYKAY,Jaykay Enterprises Ltd,Active,B ,1,INE903A01025,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
