Sc_code,Sc_name,Sc_group,Sc_type,Open,High,Low,Close,Last Trd Price,Prev close,Previous close Date,no_trades,No of Shares,Turnover,Wt. Avg. Price,2W Avg. Qty,perc_del_qty,date,Total No of Shrs,Free Float No of Shrs,52 W High,52 W Low,FACE_VALUE,Exdate,Purpose,Industry,
500027,ATUL,A ,Q,7009.45,7425.00,7009.45,7359.20,7359.20,6960.15,6/24/2025 00:00:00,1333,5197,38032381.00,7318.14,2040,41.58,6/25/2025 00:00:00,29441755,15871284.634870,8165.25,4882.00,10.00,,,Chemicals,
500028,ATVPR,X ,Q,40.40,40.40,38.70,39.01,39.01,39.25,6/24/2025 00:00:00,216,51461,2026407.00,39.38,51029,89.90,6/25/2025 00:00:00,53117425,38803925.602675,51.00,25.25,10.00,,,Capital Goods,
500031,BAJAJELEC,A ,Q,671.35,695.00,671.35,686.55,686.55,677.45,6/24/2025 00:00:00,254,4923,3376122.00,685.79,5639,42.58,6/25/2025 00:00:00,115347121,41605706.544700,1120.00,487.60,2.00,,,Consumer Durables,
500032,BAJAJHIND,A ,Q,23.32,24.47,23.32,24.36,24.36,23.29,6/24/2025 00:00:00,2615,558162,13449462.00,24.10,911865,37.66,6/25/2025 00:00:00,1277359942,924749839.450668,46.10,16.56,1.00,,,Fast Moving Consumer Goods,
500033,FORCEMOT,A ,Q,13951.80,14019.95,13650.00,13886.75,13886.75,13714.70,6/24/2025 00:00:00,1933,7439,102885611.00,13830.57,14480,19.32,6/25/2025 00:00:00,13032900,4800981.504600,14588.00,6128.55,10.00,,,Automobile and Auto Components,
500034,BAJFINANCE,A ,Q,917.05,929.70,915.60,928.20,928.20,916.05,6/24/2025 00:00:00,7677,240414,222044441.00,923.59,313484,41.65,6/25/2025 00:00:00,6214289220,2637996845.336100,9785.90,885.65,1.00,,,Financial Services,
500038,BALRAMCHIN,A ,Q,596.10,609.45,595.00,596.20,596.20,595.00,6/24/2025 00:00:00,500,7488,4506051.00,601.77,10400,40.45,6/25/2025 00:00:00,201902371,114478038.649887,692.85,419.75,1.00,,,Fast Moving Consumer Goods,
500039,BANCOINDIA,B ,Q,576.25,603.90,575.90,596.65,596.65,570.75,6/24/2025 00:00:00,1036,21265,12622661.00,593.59,39018,56.69,6/25/2025 00:00:00,143037300,44630498.346000,1189.60,292.95,2.00,,,Automobile and Auto Components,
500040,ABREL,A ,Q,2412.45,2443.25,2336.30,2351.80,2351.80,2414.95,6/24/2025 00:00:00,561,4559,10862951.00,2382.75,9540,58.52,6/25/2025 00:00:00,111695680,52154510.645120,3141.95,1638.00,10.00,,,Forest Materials,
500041,BANARISUG,B ,Q,4047.00,4047.00,3902.05,3902.05,3902.05,3902.30,6/24/2025 00:00:00,2,100,397452.00,3974.52,58,0.00,6/25/2025 00:00:00,12539700,2660824.022400,4674.95,2611.10,10.00,,,Fast Moving Consumer Goods,
500042,BASF,A ,Q,4945.00,5055.85,4945.00,5003.15,5003.15,4959.50,6/24/2025 00:00:00,299,1243,6229072.00,5011.32,1170,71.60,6/25/2025 00:00:00,43285640,11364774.638920,8748.10,4076.75,10.00,,,Chemicals,
500043,BATAINDIA,A ,Q,1204.75,1219.00,1203.65,1214.95,1214.95,1201.90,6/24/2025 00:00:00,571,5857,7094055.00,1211.21,5744,55.98,6/25/2025 00:00:00,128527540,63672157.733380,1632.00,1136.40,5.00,,,Consumer Durables,
500048,BEML,A ,Q,4469.00,4530.00,4397.05,4446.35,4446.35,4449.60,6/24/2025 00:00:00,8569,81709,364103649.00,4456.10,79580,30.40,6/25/2025 00:00:00,41644500,19066268.013000,5489.15,2346.35,10.00,,,Capital Goods,
500049,BEL,A ,Q,419.30,420.80,405.00,405.75,405.75,418.55,6/24/2025 00:00:00,37300,2031241,834367592.00,410.77,1458396,49.35,6/25/2025 00:00:00,7309778829,3571762609.656612,426.65,240.15,1.00,,,Capital Goods,
500052,BEPL,B ,Q,112.75,116.00,112.45,115.65,115.65,111.80,6/24/2025 00:00:00,1131,98231,11263995.00,114.67,49347,61.34,6/25/2025 00:00:00,248858460,94182723.913140,177.00,95.05,1.00,,,Chemicals,
500058,BIHSPONG,X ,Q,15.26,17.40,14.66,16.02,16.02,14.96,6/24/2025 00:00:00,367,125856,2012991.00,15.99,100863,80.75,6/25/2025 00:00:00,90205403,27341167.443897,26.77,10.20,10.00,,,Metals & Mining,
500059,BINANIIND,T ,Q,12.11,12.25,11.73,11.87,11.87,12.31,6/24/2025 00:00:00,63,18489,218378.00,11.81,5071,100.00,6/25/2025 00:00:00,31366175,14168132.613675,23.56,9.13,10.00,,,Financial Services,
500060,BIRLACABLE,T ,Q,183.90,188.00,180.50,183.30,183.30,181.25,6/24/2025 00:00:00,161,8906,1634232.00,183.50,67120,100.00,6/25/2025 00:00:00,30000000,9480780.000000,316.00,126.00,10.00,,,Telecommunication,
500067,BLUESTARCO,A ,Q,1658.00,1658.00,1622.25,1644.40,1644.40,1631.00,6/24/2025 00:00:00,737,8425,13783675.00,1636.04,22738,37.69,6/25/2025 00:00:00,205614788,129569597.961716,2419.95,1521.20,2.00,,,Consumer Durables,
500068,DISAQ,B ,Q,13865.00,13897.95,13770.25,13850.00,13850.00,13869.55,6/24/2025 00:00:00,12,17,235111.00,13830.06,128,82.35,6/25/2025 00:00:00,1454205,352090.660395,20900.00,13201.00,10.00,,,Capital Goods,
500069,QUESTCAP,X ,Q,384.95,400.00,380.70,387.50,387.50,388.20,6/24/2025 00:00:00,189,5729,2239291.00,390.87,2683,60.60,6/25/2025 00:00:00,10000000,2368130.000000,574.00,310.75,10.00,25/06/2025,,Financial Services,
500074,BPL,B ,Q,92.00,92.40,90.60,91.83,91.83,90.39,6/24/2025 00:00:00,269,14711,1349207.00,91.71,41496,68.11,6/25/2025 00:00:00,48975751,18058975.593483,147.60,64.53,10.00,,,Consumer Durables,
500078,OAL,B ,Q,393.80,402.60,390.20,395.75,395.75,393.70,6/24/2025 00:00:00,126,1822,724656.00,397.73,2608,83.15,6/25/2025 00:00:00,33653576,7910441.306680,656.00,252.40,5.00,,,Chemicals,
500083,CENTEXT,B ,Q,19.37,20.51,19.37,20.48,20.48,20.03,6/24/2025 00:00:00,206,19276,393479.00,20.41,13654,88.07,6/25/2025 00:00:00,80000000,37893600.000000,30.50,15.36,1.00,,,Capital Goods,
500084,CESC,A ,Q,167.65,172.90,166.75,172.45,172.45,166.55,6/24/2025 00:00:00,2813,197103,33644724.00,170.70,188822,40.14,6/25/2025 00:00:00,1325570430,628847960.851140,212.70,119.00,1.00,,,Power,
500085,CHAMBLFERT,A ,Q,567.00,569.60,557.95,560.25,560.25,562.65,6/24/2025 00:00:00,1281,47265,26609726.00,562.99,62583,39.77,6/25/2025 00:00:00,400652297,152293146.569561,742.45,443.20,10.00,,,Chemicals,
500086,EXIDEIND,A ,Q,385.00,390.40,384.20,385.65,385.65,384.60,6/24/2025 00:00:00,1670,71334,27604366.00,386.97,143313,47.69,6/25/2025 00:00:00,850000000,453844750.000000,589.40,327.95,1.00,,,Automobile and Auto Components,
500087,CIPLA,A ,Q,1519.10,1519.10,1500.00,1510.00,1510.00,1502.85,6/24/2025 00:00:00,2169,15701,23679091.00,1508.13,27147,46.09,6/25/2025 00:00:00,807707825,567418785.601625,1702.00,1310.05,2.00,,,Healthcare,
500089,DICIND,B ,Q,651.00,651.00,648.55,651.00,651.00,651.00,6/24/2025 00:00:00,41,1586,1032205.00,650.82,912,87.39,6/25/2025 00:00:00,9178977,2528890.774293,833.00,463.00,10.00,,,Chemicals,
500092,CRISIL,A ,Q,5835.00,5996.00,5835.00,5934.55,5934.55,5826.30,6/24/2025 00:00:00,1012,3377,20092899.00,5949.93,6005,48.18,6/25/2025 00:00:00,73130017,24309075.820953,6955.40,3893.85,1.00,,,Financial Services,
500093,CGPOWER,A ,Q,676.05,687.70,671.55,676.80,676.80,682.65,6/24/2025 00:00:00,2803,77022,52266289.00,678.59,88236,39.71,6/25/2025 00:00:00,1529078884,638869035.760692,874.50,518.35,2.00,,,Capital Goods,
500096,DABUR,A ,Q,472.85,481.50,472.85,480.10,480.10,475.15,6/24/2025 00:00:00,2584,72465,34698709.00,478.83,77470,52.20,6/25/2025 00:00:00,1773690172,588013765.821440,672.00,420.05,1.00,,,Fast Moving Consumer Goods,
500097,DALMIASUG,B ,Q,411.00,416.45,401.90,414.45,414.45,404.45,6/24/2025 00:00:00,404,9801,4024367.00,410.61,7587,59.77,6/25/2025 00:00:00,80939303,18692689.209941,582.00,290.90,2.00,,,Fast Moving Consumer Goods,
500101,ARVIND,A ,Q,349.65,355.00,346.95,354.45,354.45,350.35,6/24/2025 00:00:00,528,16073,5654899.00,351.83,19611,26.56,6/25/2025 00:00:00,261951307,156172225.817716,450.40,271.55,10.00,,,Textiles,
500103,BHEL,A ,Q,261.20,264.15,260.05,261.85,261.85,259.90,6/24/2025 00:00:00,5731,490132,128380442.00,261.93,491783,38.68,6/25/2025 00:00:00,3482063355,1281775377.482340,335.40,176.00,2.00,,,Capital Goods,
500104,HINDPETRO,A ,Q,408.55,411.50,405.15,408.10,408.10,406.05,6/24/2025 00:00:00,3548,220557,90190054.00,408.92,241437,73.83,6/25/2025 00:00:00,2127822517,957943569.330883,457.20,287.55,10.00,,,"Oil, Gas & Consumable Fuels",
500106,IFCI,A ,Q,62.35,65.61,61.26,63.73,63.73,61.59,6/24/2025 00:00:00,10117,3577090,227417968.00,63.58,1997390,34.57,6/25/2025 00:00:00,2694314331,646533055.495422,91.39,35.67,10.00,,,Financial Services,
500108,MTNL,A ,Q,48.64,58.00,48.64,53.21,53.21,48.53,6/24/2025 00:00:00,40394,14101756,787754475.00,55.86,2376574,22.75,6/25/2025 00:00:00,630000000,275611770.000000,101.88,37.49,10.00,,,Telecommunication,
500109,MRPL,A ,Q,141.80,143.90,139.90,141.25,141.25,141.65,6/24/2025 00:00:00,1265,137951,19501810.00,141.37,231243,46.40,6/25/2025 00:00:00,1752598777,178023725.971329,253.55,98.95,10.00,,,"Oil, Gas & Consumable Fuels",
500110,CHENNPETRO,A ,Q,685.05,695.90,663.75,667.75,667.75,685.95,6/24/2025 00:00:00,3463,97525,65961326.00,676.35,163684,41.60,6/25/2025 00:00:00,148911400,48030478.601600,1274.00,433.20,10.00,,,"Oil, Gas & Consumable Fuels",
500112,SBIN,A ,Q,799.00,805.00,796.10,800.10,800.10,795.25,6/24/2025 00:00:00,3876,197275,157813864.00,799.97,497347,49.90,6/25/2025 00:00:00,8924620034,3831508948.376846,898.80,679.65,1.00,,,Financial Services,
500113,SAIL,A ,Q,131.40,131.75,128.05,128.20,128.20,130.75,6/24/2025 00:00:00,5397,754006,97491337.00,129.30,586836,38.14,6/25/2025 00:00:00,4130092154,1441476503.404772,158.70,99.20,10.00,,,Metals & Mining,
500114,TITAN,A ,Q,3550.00,3664.05,3549.55,3652.45,3652.45,3525.35,6/24/2025 00:00:00,6836,72962,264775608.00,3628.95,30690,45.70,6/25/2025 00:00:00,887786160,411374360.745360,3866.15,2947.55,1.00,,,Consumer Durables,
500116,IDBI,A ,Q,92.12,95.90,92.00,94.62,94.62,91.78,6/24/2025 00:00:00,3282,743737,70031854.00,94.16,574192,38.40,6/25/2025 00:00:00,10752402175,558985131.871725,107.98,65.89,10.00,,,Financial Services,
500117,DCW,B ,Q,76.94,79.70,76.44,78.80,78.80,75.67,6/24/2025 00:00:00,1347,120222,9436380.00,78.49,91766,40.89,6/25/2025 00:00:00,295155017,159844446.161537,113.00,50.00,2.00,,,Chemicals,
500119,DHAMPURSUG,B ,Q,148.25,157.55,148.20,156.70,156.70,147.55,6/24/2025 00:00:00,403,16589,2565333.00,154.64,14416,49.36,6/25/2025 00:00:00,64306509,32483404.117206,234.00,108.85,10.00,,,Fast Moving Consumer Goods,
500120,DIAMINESQ,B ,Q,402.25,452.05,402.25,429.55,429.55,402.75,6/24/2025 00:00:00,909,8604,3705258.00,430.64,2197,66.27,6/25/2025 00:00:00,9783990,4165748.990280,690.00,305.00,10.00,,,Chemicals,
500123,ELANTAS,B ,Q,11401.00,11999.90,11401.00,11930.70,11930.70,11427.10,6/24/2025 00:00:00,205,701,8273113.00,11801.87,514,62.77,6/25/2025 00:00:00,7927682,1944271.938182,14980.00,8149.95,10.00,,,Chemicals,
500124,DRREDDY,A ,Q,1317.60,1349.20,1317.60,1340.85,1340.85,1337.35,6/24/2025 00:00:00,1374,18234,24443690.00,1340.56,35630,45.68,6/25/2025 00:00:00,834532050,607208857.708200,7101.00,1025.90,1.00,,,Healthcare,
500125,EIDPARRY,A ,Q,975.35,1064.05,975.35,1054.30,1054.30,970.50,6/24/2025 00:00:00,3533,92451,96233968.00,1040.92,16510,52.90,6/25/2025 00:00:00,177778294,102301630.390830,1064.05,639.30,1.00,,,Fast Moving Consumer Goods,
500126,PGHL,A ,Q,5910.05,6014.35,5883.00,5908.60,5908.60,5912.35,6/24/2025 00:00:00,168,527,3127172.00,5933.91,552,63.76,6/25/2025 00:00:00,16599382,7935948.742234,6107.55,4912.30,10.00,,,Healthcare,
500128,ELECTCAST,A ,Q,126.85,134.00,126.05,133.55,133.55,125.55,6/24/2025 00:00:00,9135,674715,89177742.00,132.17,378690,50.68,6/25/2025 00:00:00,618184591,328558928.270590,236.65,80.01,1.00,,,Capital Goods,
500133,ESABINDIA,A ,Q,5124.05,5165.25,5019.00,5121.00,5121.00,5089.60,6/24/2025 00:00:00,78,153,785764.00,5135.71,147,56.86,6/25/2025 00:00:00,15393020,3972230.383080,6991.15,4129.75,10.00,,,Capital Goods,
500135,EPL,A ,Q,229.35,240.30,229.35,239.55,239.55,232.50,6/24/2025 00:00:00,589,28340,6751022.00,238.22,42885,58.64,6/25/2025 00:00:00,319788553,138594120.350329,289.70,175.50,2.00,,,Capital Goods,
500136,ESTER,B ,Q,129.60,130.85,128.30,129.40,129.40,128.95,6/24/2025 00:00:00,293,7764,1005103.00,129.46,10156,62.13,6/25/2025 00:00:00,94041889,26233267.062217,177.60,104.50,5.00,,,Capital Goods,
500142,FGP,X ,Q,9.87,9.99,9.51,9.74,9.74,9.77,6/24/2025 00:00:00,57,11255,108698.00,9.66,5189,85.87,6/25/2025 00:00:00,11895051,6964944.897183,14.18,6.85,10.00,,,Financial Services,
500143,PHCAP,X ,Q,188.15,194.90,186.00,188.15,188.15,188.15,6/24/2025 00:00:00,44,567,108293.00,190.99,2150,84.83,6/25/2025 00:00:00,3000100,818901.295800,393.40,148.60,10.00,,,Financial Services,
500144,FINCABLES,A ,Q,936.00,945.00,934.05,939.90,939.90,932.70,6/24/2025 00:00:00,1004,11835,11126589.00,940.14,10732,53.04,6/25/2025 00:00:00,152939345,75497742.962525,1695.60,720.05,2.00,,,Capital Goods,
500147,COCKERILL,B ,Q,3516.05,3549.95,3455.10,3484.20,3484.20,3477.05,6/24/2025 00:00:00,352,2088,7330489.00,3510.77,2877,45.93,6/25/2025 00:00:00,4937813,1216124.088144,6399.00,2383.00,10.00,,,Capital Goods,
500148,UFLEX,B ,Q,600.00,613.40,600.00,610.40,610.40,602.70,6/24/2025 00:00:00,266,4381,2665320.00,608.38,2962,92.26,6/25/2025 00:00:00,72211486,21735368.440056,859.90,437.65,10.00,,,Capital Goods,
500150,FOSECOIND,B ,Q,4747.70,4887.00,4747.70,4848.90,4848.90,4713.05,6/24/2025 00:00:00,59,169,816122.00,4829.12,180,85.21,6/25/2025 00:00:00,6386459,829518.000133,5425.00,3239.65,10.00,,,Chemicals,
500151,GOLDENTOBC,Z ,Q,35.19,35.98,35.19,35.84,35.84,34.50,6/24/2025 00:00:00,6,1151,41183.00,35.78,599,100.00,6/25/2025 00:00:00,17608802,8466188.739986,45.55,32.12,10.00,,,Realty,
500153,GANESHBE,B ,Q,98.50,103.00,98.25,100.35,100.35,98.25,6/24/2025 00:00:00,829,45021,4530813.00,100.64,89303,45.89,6/25/2025 00:00:00,71989421,37787103.104058,179.90,95.65,1.00,,,"Oil, Gas & Consumable Fuels",
500159,METROGLOBL,X ,Q,129.50,132.00,129.50,132.00,132.00,129.45,6/24/2025 00:00:00,5,200,26100.00,130.50,1219,100.00,6/25/2025 00:00:00,12334375,2936962.700000,209.95,110.60,10.00,,,Services,
500160,GTL,B ,Q,10.31,11.75,10.31,11.08,11.08,10.28,6/24/2025 00:00:00,2921,794562,8831453.00,11.11,670550,53.16,6/25/2025 00:00:00,157296781,134497084.484393,16.00,7.61,10.00,,,Telecommunication,
500163,GODFRYPHLP,A ,Q,8155.30,8400.00,8130.55,8276.25,8276.25,8129.00,6/24/2025 00:00:00,1507,6756,56031506.00,8293.59,3379,43.40,6/25/2025 00:00:00,51993920,13464137.547520,9256.55,3959.45,2.00,,,Fast Moving Consumer Goods,
500164,GODREJIND,A ,Q,1258.75,1267.90,1234.45,1248.30,1248.30,1253.30,6/24/2025 00:00:00,484,5716,7139380.00,1249.02,12552,44.72,6/25/2025 00:00:00,336752089,48638451.222626,1391.50,764.45,1.00,,,Diversified,
500165,KANSAINER,A ,Q,245.95,245.95,242.90,243.65,243.65,241.75,6/24/2025 00:00:00,228,17917,4385383.00,244.76,18750,79.09,6/25/2025 00:00:00,808490679,201130651.686867,320.65,218.35,1.00,,,Consumer Durables,
500166,GOODRICKE,X ,Q,200.00,207.00,200.00,205.65,205.65,200.80,6/24/2025 00:00:00,74,8361,1712895.00,204.87,10094,83.61,6/25/2025 00:00:00,21600000,5452034.400000,357.40,162.00,10.00,,,Fast Moving Consumer Goods,
500168,GOODYEAR,B ,Q,925.05,949.50,925.00,938.35,938.35,922.85,6/24/2025 00:00:00,794,14361,13421776.00,934.60,5695,49.20,6/25/2025 00:00:00,23066507,5603684.944552,1260.00,806.00,10.00,,,Automobile and Auto Components,
500170,GTNINDS,X ,Q,25.50,26.99,25.50,26.52,26.52,26.81,6/24/2025 00:00:00,35,2697,70171.00,26.02,2207,71.41,6/25/2025 00:00:00,17540378,4312670.279238,39.75,23.30,10.00,,,Textiles,
500171,GHCL,A ,Q,590.95,617.90,590.90,608.80,608.80,587.35,6/24/2025 00:00:00,600,8594,5237601.00,609.45,6890,43.27,6/25/2025 00:00:00,96072086,75881480.334154,779.30,507.75,10.00,,,Chemicals,
500173,GFLLIMITED,B ,Q,62.16,66.96,61.71,65.27,65.27,61.90,6/24/2025 00:00:00,311,18741,1234838.00,65.89,6189,69.92,6/25/2025 00:00:00,109850000,33705605.050000,125.50,47.25,1.00,,,Financial Services,
500174,GLFL,T ,Q,6.78,6.78,6.78,6.78,6.78,6.91,6/24/2025 00:00:00,6,617,4183.00,6.78,4677,100.00,6/25/2025 00:00:00,27125767,14737917.474906,10.11,4.98,10.00,,,Financial Services,
500179,HCL-INSYS,T ,Q,17.02,17.30,16.90,17.08,17.08,17.05,6/24/2025 00:00:00,158,38571,659873.00,17.11,48437,100.00,6/25/2025 00:00:00,329209928,121277974.585848,24.39,11.78,2.00,,,Information Technology,
500180,HDFCBANK,A ,Q,1972.35,1982.00,1962.90,1980.20,1980.20,1960.50,6/24/2025 00:00:00,4440,126857,250801527.00,1977.04,537184,51.71,6/25/2025 00:00:00,7667913646,7603641193.819228,1996.30,1588.50,1.00,,,Financial Services,
500182,HEROMOTOCO,A ,Q,4300.00,4357.45,4290.50,4300.30,4300.30,4293.15,6/24/2025 00:00:00,3819,23046,99427141.00,4314.29,15737,61.61,6/25/2025 00:00:00,200015708,129478368.432428,6245.00,3322.60,2.00,,,Automobile and Auto Components,
500183,HFCL,A ,Q,84.11,87.58,83.45,87.23,87.23,83.68,6/24/2025 00:00:00,7699,2153550,185449006.00,86.11,2565582,37.16,6/25/2025 00:00:00,1442672812,944375065.408012,171.00,71.50,1.00,,,Telecommunication,
500184,HSCL,A ,Q,448.00,456.10,445.80,452.35,452.35,439.80,6/24/2025 00:00:00,1235,52489,23703595.00,451.59,50828,37.82,6/25/2025 00:00:00,493849499,233910827.502352,688.50,351.40,1.00,,,Chemicals,
500185,HCC,T ,Q,30.99,31.48,30.30,31.32,31.32,30.45,6/24/2025 00:00:00,1321,461850,14305351.00,30.97,1925423,100.00,6/25/2025 00:00:00,1819383225,1511670940.155750,57.46,21.37,1.00,,,Construction,
500186,HINDOILEXP,A ,Q,170.70,174.35,170.35,171.35,171.35,170.65,6/24/2025 00:00:00,726,68261,11738538.00,171.97,139455,54.75,6/25/2025 00:00:00,132243289,99614637.818452,293.60,145.05,10.00,,,"Oil, Gas & Consumable Fuels",
500187,AGI,A ,Q,827.50,827.50,798.15,817.25,817.25,794.30,6/24/2025 00:00:00,627,10707,8676427.00,810.35,4689,45.90,6/25/2025 00:00:00,64697381,25331871.346264,1300.00,600.00,2.00,,,Capital Goods,
500188,HINDZINC,A ,Q,445.50,445.90,440.55,441.85,441.85,443.00,6/24/2025 00:00:00,6502,283751,125683566.00,442.94,1387462,50.69,6/25/2025 00:00:00,4225319000,365604177.113000,717.10,378.65,2.00,,,Metals & Mining,
500189,NDLVENTURE,T ,Q,66.74,66.74,66.30,66.30,66.30,66.87,6/24/2025 00:00:00,4,83,5515.00,66.45,226,100.00,6/25/2025 00:00:00,33671621,8580236.134841,134.64,49.69,10.00,,,Financial Services,
500191,HMT,Z ,Q,65.83,66.00,64.61,65.99,65.99,65.83,6/24/2025 00:00:00,27,788,51860.00,65.81,7663,100.00,6/25/2025 00:00:00,470670740,3321052.741440,102.60,45.60,10.00,,,Capital Goods,
500192,PRAGBOS,X ,Q,2.31,2.40,2.20,2.28,2.28,2.31,6/24/2025 00:00:00,60,22757,50940.00,2.24,19552,96.37,6/25/2025 00:00:00,74382960,38440295.515440,3.89,2.11,10.00,,,Textiles,
500193,HLVLTD,B ,Q,13.20,13.75,13.20,13.56,13.56,13.30,6/24/2025 00:00:00,570,159926,2172771.00,13.59,110390,28.95,6/25/2025 00:00:00,659259899,181892443.173696,26.10,10.31,2.00,,,Consumer Services,
500199,IGPL,B ,Q,463.00,464.00,454.00,459.70,459.70,455.05,6/24/2025 00:00:00,237,1696,779449.00,459.58,2195,47.35,6/25/2025 00:00:00,30794850,8531867.166750,725.60,360.90,10.00,,,Chemicals,
500201,INDIAGLYCO,B ,Q,1978.95,2026.70,1955.00,2012.45,2012.45,1965.40,6/24/2025 00:00:00,2334,28668,57314142.00,1999.24,10489,37.50,6/25/2025 00:00:00,30961500,11644898.803500,2026.70,859.25,10.00,,,Fast Moving Consumer Goods,
500202,INDLEASE,XT,Q,10.60,10.60,10.28,10.28,10.28,10.30,6/24/2025 00:00:00,2,291,2991.00,10.28,1030,100.00,6/25/2025 00:00:00,14700291,4269714.221241,16.70,7.03,10.00,,,Financial Services,
500206,MARGOFIN,X ,Q,80.00,83.00,80.00,81.25,81.25,80.48,6/24/2025 00:00:00,32,697,56857.00,81.57,1689,94.69,6/25/2025 00:00:00,4570000,2129368.650000,141.82,41.76,10.00,,,Financial Services,
500207,INDORAMA,T ,Q,48.43,49.40,47.00,48.63,48.63,47.50,6/24/2025 00:00:00,92,35075,1691339.00,48.22,21074,100.00,6/25/2025 00:00:00,261113151,65193687.089076,59.45,29.10,10.00,,,Textiles,
500209,INFY,A ,Q,1592.95,1619.85,1586.00,1615.50,1615.50,1581.55,6/24/2025 00:00:00,3640,91093,146346598.00,1606.56,522199,46.31,6/25/2025 00:00:00,4154272628,3592058296.162248,2006.80,1307.10,5.00,,,Information Technology,
500210,INGERRAND,A ,Q,3755.65,3802.30,3753.05,3793.30,3793.30,3748.25,6/24/2025 00:00:00,108,366,1386210.00,3787.46,620,60.66,6/25/2025 00:00:00,31568000,7834956.624000,4783.70,3060.80,10.00,,,Capital Goods,
500213,ITHL,X ,Q,502.25,514.80,502.25,511.65,511.65,502.25,6/24/2025 00:00:00,75,2281,1164333.00,510.45,2581,75.36,6/25/2025 00:00:00,7994500,2910821.433500,750.00,380.00,10.00,,,Consumer Services,
500214,IONEXCHANG,A ,Q,522.05,542.50,522.05,532.95,532.95,521.10,6/24/2025 00:00:00,1068,18973,10147870.00,534.86,11171,50.54,6/25/2025 00:00:00,146666590,83655102.937840,767.00,401.05,1.00,,,Utilities,
500215,SUNDROP,B ,Q,869.00,869.00,846.35,858.00,858.00,836.50,6/24/2025 00:00:00,111,618,527005.00,852.76,1049,66.67,6/25/2025 00:00:00,37696853,11367222.144179,1151.20,699.95,10.00,,,Fast Moving Consumer Goods,
500219,JISLJALEQS,A ,Q,59.74,59.93,58.64,59.37,59.37,58.57,6/24/2025 00:00:00,1650,224900,13344036.00,59.33,267192,27.44,6/25/2025 00:00:00,671823561,426286157.749281,83.35,47.40,2.00,,,Capital Goods,
500220,JASCH,X ,Q,199.00,202.85,197.00,200.35,200.35,199.05,6/24/2025 00:00:00,82,4805,958824.00,199.55,2813,57.19,6/25/2025 00:00:00,6798000,2475151.800000,228.40,135.00,10.00,,,Textiles,
500227,JINDALPOLY,B ,Q,618.95,618.95,605.80,610.05,610.05,604.05,6/24/2025 00:00:00,302,2474,1511844.00,611.09,6540,60.99,6/25/2025 00:00:00,43786413,10936313.442945,1145.50,545.05,10.00,,,Capital Goods,
500228,JSWSTEEL,A ,Q,1012.90,1027.80,1010.70,1024.85,1024.85,1006.95,6/24/2025 00:00:00,1599,23297,23784923.00,1020.94,27276,49.56,6/25/2025 00:00:00,2445453966,946490948.454606,1074.15,854.35,1.00,,,Metals & Mining,
500231,UMANGDAIRY,B ,Q,89.71,92.38,89.71,90.91,90.91,89.38,6/24/2025 00:00:00,95,488,44468.00,91.12,5577,44.67,6/25/2025 00:00:00,22003200,4830934.579200,165.00,69.00,5.00,,,Fast Moving Consumer Goods,
500233,KAJARIACER,A ,Q,1028.00,1124.95,1028.00,1102.60,1102.60,1107.15,6/24/2025 00:00:00,2297,24109,26686897.00,1106.93,17930,56.02,6/25/2025 00:00:00,159272290,82923843.610180,1578.25,745.00,1.00,,,Consumer Durables,
500234,KAKATCEM,B ,Q,161.00,161.35,161.00,161.35,161.35,159.55,6/24/2025 00:00:00,9,115,18520.00,161.04,2369,100.00,6/25/2025 00:00:00,7773858,3328408.398132,260.00,131.20,10.00,,,Construction Materials,
500235,KSL,B ,Q,865.15,891.05,858.30,887.00,887.00,865.05,6/24/2025 00:00:00,886,10759,9427144.00,876.21,34307,58.28,6/25/2025 00:00:00,43653060,15193578.492180,1278.90,667.15,5.00,,,Capital Goods,
500238,WHIRLPOOL,A ,Q,1352.05,1390.00,1352.05,1381.40,1381.40,1373.95,6/24/2025 00:00:00,463,4408,6081760.00,1379.71,12217,39.34,6/25/2025 00:00:00,126871830,61777065.822750,2450.00,899.00,10.00,,,Consumer Durables,
500239,KGDENIM,X ,Q,17.00,17.99,17.00,17.49,17.49,17.09,6/24/2025 00:00:00,34,2674,46394.00,17.35,5640,99.70,6/25/2025 00:00:00,25637825,9607031.421825,29.38,13.55,10.00,,,Textiles,
500240,KINETICENG,X ,Q,256.10,265.00,253.30,254.25,254.25,253.55,6/24/2025 00:00:00,393,24866,6434005.00,258.75,67555,65.89,6/25/2025 00:00:00,23411091,9566755.048422,274.35,143.00,10.00,,,Automobile and Auto Components,
500241,KIRLOSBROS,A ,Q,1860.00,2228.00,1860.00,2158.75,2158.75,1856.70,6/24/2025 00:00:00,19943,339633,709567047.00,2089.22,40425,26.71,6/25/2025 00:00:00,79408926,25211539.915740,2684.70,1424.05,2.00,,,Capital Goods,
500243,KIRLOSIND,B ,Q,3535.90,3950.90,3535.90,3904.55,3904.55,3518.35,6/24/2025 00:00:00,602,2141,8190197.00,3825.41,751,34.66,6/25/2025 00:00:00,10416470,2607211.191590,6469.20,2692.05,10.00,,,Capital Goods,
